"Date","Price","Open","High","Low","Vol.","Change %"
"02/23/2023","53.7063","53.7700","53.9748","53.6750","","0.03%"
"02/22/2023","53.6897","53.7649","53.9530","53.7380","","0.02%"
"02/21/2023","53.6795","53.7571","53.9479","53.6250","","0.03%"
"02/20/2023","53.6639","53.7523","53.9322","53.7523","","0.02%"
"02/17/2023","53.6543","53.7439","53.7550","53.5900","","0.03%"
"02/16/2023","53.6376","53.7386","53.9058","53.6250","","0.02%"
"02/15/2023","53.6269","53.7303","53.9672","53.6250","","0.03%"
"02/14/2023","53.6103","53.7247","53.7360","53.6000","","0.02%"
"02/13/2023","53.5990","53.7108","53.8697","53.6000","","0.03%"
"02/10/2023","53.5819","53.7108","53.8498","53.5900","","0.02%"
"02/09/2023","53.5712","53.7027","53.7135","53.5900","","0.03%"
"02/08/2023","53.5551","53.6971","53.8229","53.5000","","0.02%"
"02/07/2023","53.5439","53.6888","53.6998","53.5000","","0.03%"
"02/06/2023","53.5273","53.6837","53.8077","53.5000","","0.02%"
"02/03/2023","53.5171","53.6757","53.7847","53.4800","","0.03%"
"02/02/2023","53.5010","53.6690","53.7685","53.6690","","0.02%"
"02/01/2023","53.4877","53.6609","53.7551","53.4971","","0.03%"
"01/31/2023","53.4716","53.6564","53.7389","53.5000","","0.02%"
"01/30/2023","53.4625","53.6540","53.7298","53.5000","","0.01%"
"01/27/2023","53.4577","53.6497","53.7250","53.4750","","0.02%"
"01/26/2023","53.4492","53.6476","53.7164","53.5000","","0.01%"
"01/25/2023","53.4449","53.6438","53.6900","53.6209","1.12K","0.01%"
"01/24/2023","53.4374","53.6420","53.6900","53.5401","1.14K","0.01%"
"01/23/2023","53.4337","53.6380","53.7009","53.5742","0.76K","0.01%"
"01/20/2023","53.4257","53.6361","53.6928","53.6361","1.24K","0.01%"
"01/19/2023","53.4219","53.6361","53.6820","53.5742","0.61K","0.00%"
"01/18/2023","53.4219","53.6315","53.8110","53.6094","0.54K","0.02%"
"01/17/2023","53.4128","53.6292","53.8064","53.5988","0.41K","0.01%"
"01/16/2023","53.4080","53.6255","53.6292","53.6255","0.52K","0.01%"
"01/13/2023","53.4006","53.6239","53.8753","53.5988","0.51K","0.01%"
"01/12/2023","53.3974","53.6195","53.8737","53.6002","0.84K","0.02%"
"01/11/2023","53.3888","53.6174","53.8750","53.5928","0.62K","0.01%"
"01/10/2023","53.3845","53.6134","53.8500","53.5751","1.08K","0.01%"
"01/09/2023","53.3765","53.6115","53.8382","53.5751","0.68K","0.01%"
"01/06/2023","53.3728","53.6073","53.9000","53.5849","0.53K","0.02%"
"01/05/2023","53.3643","53.6054","53.9500","53.5806","1.06K","0.01%"
"01/04/2023","53.3605","53.6012","53.7308","53.5787","1.01K","0.02%"
"01/03/2023","53.3520","53.5990","53.6750","53.5990","0.94K","0.01%"
"01/02/2023","53.3477","53.5945","53.5990","53.5945","0.47K","0.02%"
"12/30/2022","53.3387","53.5894","53.6194","53.5678","0.52K","0.02%"
"12/29/2022","53.3285","53.5806","53.6393","53.5502","0.40K","0.03%"
"12/28/2022","53.3109","53.5758","53.6953","53.5502","0.53K","0.02%"
"12/27/2022","53.3013","53.5676","53.7006","53.5491","0.51K","0.03%"
"12/26/2022","53.2848","53.5622","53.7000","53.5502","0.44K","0.02%"
"12/23/2022","53.2742","53.5535","53.6371","53.5034","0.54K","0.03%"
"12/22/2022","53.2566","53.5484","53.6033","53.4962","0.52K","0.02%"
"12/21/2022","53.2465","53.5340","53.6000","53.4861","0.56K","0.05%"
"12/20/2022","53.2177","53.5340","53.6250","53.4631","0.76K","0.00%"
"12/19/2022","53.2177","53.5249","53.6250","53.4572","0.58K","0.03%"
"12/16/2022","53.1996","53.5199","53.5448","53.4390","1.08K","0.02%"
"12/15/2022","53.1895","53.5112","53.5348","53.4288","1.02K","0.03%"
"12/14/2022","53.1720","53.5053","53.5139","53.3964","0.91K","0.02%"
"12/13/2022","53.1603","53.4963","53.5053","53.3460","0.99K","0.03%"
"12/12/2022","53.1422","53.4910","53.5308","53.3814","0.51K","0.02%"
"12/09/2022","53.1316","53.4830","53.4910","53.3315","1.06K","0.03%"
"12/08/2022","53.1157","53.4780","53.4857","53.3234","1.10K","0.02%"
"12/07/2022","53.1056","53.4695","53.4807","53.3334","1.04K","0.03%"
"12/06/2022","53.0886","53.4638","53.5119","53.3247","1.04K","0.02%"
"12/05/2022","53.0774","53.4557","53.5057","53.3041","0.80K","0.03%"
"12/02/2022","53.0610","53.4509","53.4794","53.3008","1.24K","-0.73%"
"12/01/2022","53.4509","53.4421","53.4594","53.2901","1.24K","0.02%"
"11/30/2022","53.4421","53.4392","53.5112","53.3750","1.19K","0.01%"
"11/29/2022","53.4392","53.4344","53.5112","53.0000","1.13K","0.01%"
"11/28/2022","53.4344","53.4318","53.4669","52.9750","0.75K","0.00%"
"11/25/2022","53.4318","53.4276","53.4643","53.0000","1.06K","0.01%"
"11/24/2022","53.4276","53.4252","53.4276","53.2674","1.10K","0.00%"
"11/23/2022","53.4252","53.4209","53.4859","52.9750","1.05K","0.01%"
"11/22/2022","53.4209","53.4183","53.4532","52.9250","1.00K","0.00%"
"11/21/2022","53.4183","53.4137","53.4210","52.9500","0.64K","0.01%"
"11/18/2022","53.4137","53.4109","53.4165","53.2156","1.05K","0.01%"
"11/17/2022","53.4109","53.4061","53.4136","52.9600","0.70K","0.01%"
"11/16/2022","53.4061","53.4037","53.4088","52.9500","0.48K","0.00%"
"11/15/2022","53.4037","53.3994","53.4064","52.9250","0.98K","0.01%"
"11/14/2022","53.3994","53.3968","53.4021","52.8750","0.63K","0.00%"
"11/11/2022","53.3968","53.3923","53.3995","52.9000","0.86K","0.01%"
"11/10/2022","53.3923","53.3902","53.3950","52.8500","1.04K","0.00%"
"11/09/2022","53.3902","53.3854","53.4076","52.9600","1.03K","0.01%"
"11/08/2022","53.3854","53.3825","53.3854","52.9050","1.01K","0.01%"
"11/07/2022","53.3825","53.3783","53.4137","52.9100","0.73K","0.01%"
"11/04/2022","53.3783","53.3756","53.3810","52.9000","0.65K","0.00%"
"11/03/2022","53.3756","53.3709","53.3756","52.8950","0.96K","0.01%"
"11/02/2022","53.3709","53.3685","53.3709","52.9000","0.93K","0.00%"
"11/01/2022","53.3685","53.3640","53.3685","52.9000","0.99K","0.01%"
"10/31/2022","53.3640","53.3553","53.3640","52.8750","0.60K","0.02%"
"10/28/2022","53.3553","53.3503","53.3553","52.8750","0.64K","0.01%"
"10/27/2022","53.3503","52.9635","53.3503","52.8350","1.03K","0.98%"
"10/26/2022","52.8333","52.9580","53.0975","52.8032","1.05K","0.02%"
"10/25/2022","52.8223","52.9503","53.0864","52.8000","0.72K","0.23%"
"10/24/2022","52.7000","52.9450","53.0709","52.7500","0.39K","-0.18%"
"10/21/2022","52.7964","52.9371","53.0604","52.7500","1.01K","0.03%"
"10/20/2022","52.7805","52.9324","53.0444","52.7900","1.02K","0.02%"
"10/19/2022","52.7710","52.9242","53.0349","52.7900","0.85K","0.03%"
"10/18/2022","52.7547","52.9187","53.0185","52.7954","1.04K","0.02%"
"10/17/2022","52.7436","52.9102","53.0073","52.7200","0.64K","0.03%"
"10/14/2022","52.7267","52.9049","53.0993","52.7100","1.06K","0.02%"
"10/13/2022","52.7162","52.8968","53.2162","52.7000","1.03K","0.03%"
"10/12/2022","52.6999","52.8918","52.9634","52.6800","1.06K","0.02%"
"10/11/2022","52.6899","52.8831","52.9534","52.6400","0.71K","0.03%"
"10/10/2022","52.6725","52.8775","52.8831","52.6000","0.46K","0.02%"
"10/07/2022","52.6614","52.8691","52.9247","52.6000","0.96K","0.03%"
"10/06/2022","52.6446","52.8642","52.9078","52.6000","0.95K","0.02%"
"10/05/2022","52.6346","52.8560","52.8978","52.5650","1.04K","0.03%"
"10/04/2022","52.6183","52.8499","52.8814","52.5500","1.02K","0.02%"
"10/03/2022","52.6062","52.8415","52.8693","52.5500","0.61K","0.03%"
"09/30/2022","52.5893","52.8391","52.8755","52.5500","1.07K","0.01%"
"09/29/2022","52.5846","52.8354","52.8706","52.5500","1.07K","0.01%"
"09/28/2022","52.5772","52.8334","52.8969","52.5250","1.00K","0.01%"
"09/27/2022","52.5730","52.8334","52.8334","52.5250","0.70K","0.00%"
"09/26/2022","52.5730","52.8292","52.8386","52.5500","0.52K","0.02%"
"09/23/2022","52.5646","52.8273","52.9566","52.5250","0.89K","0.01%"
"09/22/2022","52.5609","52.8234","52.8326","52.5250","0.81K","0.01%"
"09/21/2022","52.5531","52.8215","52.8852","52.5250","1.03K","0.01%"
"09/20/2022","52.5494","52.8171","52.9463","52.5200","1.06K","0.02%"
"09/19/2022","52.5404","52.8147","52.8197","52.4900","1.06K","0.01%"
"09/16/2022","52.5357","52.8111","52.8173","52.4900","1.14K","0.01%"
"09/15/2022","52.5284","52.8094","52.8137","52.5000","1.18K","0.01%"
"09/14/2022","52.5252","52.8055","52.8782","52.5500","0.82K","0.02%"
"09/13/2022","52.5173","52.8032","52.9178","52.5300","1.07K","0.01%"
"09/12/2022","52.5126","52.7992","52.8058","52.5250","0.67K","0.02%"
"09/09/2022","52.5047","52.7974","52.9205","52.5100","1.08K","0.01%"
"09/08/2022","52.5011","52.7934","52.9068","52.5100","1.07K","0.02%"
"09/07/2022","52.4932","52.7916","52.7961","52.5000","0.72K","0.01%"
"09/06/2022","52.4895","52.7874","52.8952","52.5000","0.52K","0.02%"
"09/05/2022","52.4811","52.7837","52.8088","52.5000","0.50K","0.01%"
"09/02/2022","52.4738","52.7817","52.9099","52.4100","0.75K","0.01%"
"09/01/2022","52.4696","52.7777","52.8854","52.4100","1.08K","0.02%"
"08/31/2022","52.4617","52.7696","52.7803","52.4000","1.07K","0.03%"
"08/30/2022","52.4454","52.7640","52.7696","52.4000","0.99K","0.02%"
"08/29/2022","52.4344","52.7554","52.7667","52.4000","0.49K","0.03%"
"08/26/2022","52.4171","52.7507","52.7640","52.4000","1.06K","0.02%"
"08/25/2022","52.4077","52.7423","52.8240","52.4000","1.10K","0.03%"
"08/24/2022","52.3909","52.7374","52.8156","52.3750","1.06K","0.02%"
"08/23/2022","52.3810","52.7287","52.8050","52.3750","1.09K","0.03%"
"08/22/2022","52.3637","52.7232","52.7864","52.3500","0.70K","0.02%"
"08/19/2022","52.3527","52.7149","52.7751","52.3300","1.02K","0.03%"
"08/18/2022","52.3360","52.7090","52.7682","52.3050","1.23K","0.02%"
"08/17/2022","52.3244","52.7002","52.7117","52.2900","1.56K","-0.71%"
"08/16/2022","52.7002","52.6952","52.7029","52.2900","0.91K","0.01%"
"08/15/2022","52.6952","52.6866","52.7404","52.2300","0.61K","0.02%"
"08/12/2022","52.6866","52.6809","52.6866","52.2000","0.55K","0.01%"
"08/11/2022","52.6809","52.6720","52.6835","52.2000","0.87K","0.02%"
"08/10/2022","52.6720","52.6668","52.7300","52.2000","1.06K","0.01%"
"08/09/2022","52.6668","52.6584","52.7300","52.2000","1.07K","0.02%"
"08/08/2022","52.6584","52.6537","52.6584","52.2000","0.52K","0.01%"
"08/05/2022","52.6537","52.6451","52.6563","52.1500","1.07K","0.02%"
"08/04/2022","52.6451","52.6401","52.6858","52.2000","1.04K","0.01%"
"08/03/2022","52.6401","52.6317","52.6858","52.2000","1.05K","0.02%"
"08/02/2022","52.6317","52.6270","52.6317","52.1500","1.05K","0.01%"
"08/01/2022","52.6270","52.6182","52.6834","52.1250","0.62K","0.02%"
"07/29/2022","52.6182","52.6138","52.6182","52.1000","1.13K","0.01%"
"07/28/2022","52.6138","52.6114","52.6164","52.1500","0.86K","0.00%"
"07/27/2022","52.6114","52.6075","52.6239","52.1000","0.75K","0.01%"
"07/26/2022","52.6075","52.6051","52.6326","52.5978","0.88K","0.00%"
"07/25/2022","52.6051","52.6010","52.6326","52.3731","0.61K","0.01%"
"07/22/2022","52.6010","52.5984","52.6137","52.3662","0.54K","0.00%"
"07/21/2022","52.5984","52.5937","52.5984","52.3589","0.98K","0.01%"
"07/20/2022","52.5937","52.2023","52.5937","52.2023","1.05K","0.97%"
"07/19/2022","52.0890","52.1973","52.2023","52.1973","1.05K","0.02%"
"07/18/2022","52.0791","52.1945","52.3395","52.1541","1.06K","0.01%"
"07/15/2022","52.0734","52.1898","52.1945","52.1898","0.53K","0.02%"
"07/14/2022","52.0640","52.1871","52.3243","52.1871","0.71K","0.01%"
"07/13/2022","52.0588","52.1825","52.3191","52.1611","1.05K","0.02%"
"07/12/2022","52.0495","52.1801","52.1825","52.1801","1.04K","0.01%"
"07/11/2022","52.0448","52.1749","52.3050","52.1489","0.72K","0.02%"
"07/08/2022","52.0344","52.1726","52.2946","52.1419","1.07K","0.01%"
"07/07/2022","52.0297","52.1679","52.2898","52.1419","1.11K","0.02%"
"07/06/2022","52.0203","52.1648","52.2804","52.1419","1.08K","0.01%"
"07/05/2022","52.0141","52.1599","52.2742","52.1388","1.06K","0.02%"
"07/04/2022","52.0042","52.1575","52.1599","52.1575","1.11K","0.01%"
"07/01/2022","51.9995","52.1547","52.2595","52.1547","0.80K","0.01%"
"06/30/2022","51.9938","52.1464","52.1547","52.1464","1.03K","0.03%"
"06/29/2022","51.9772","52.1352","52.2371","52.1203","0.97K","0.04%"
"06/28/2022","51.9548","52.1271","52.2537","52.1271","1.03K","0.03%"
"06/27/2022","51.9387","52.0965","52.3138","51.8957","0.61K","0.04%"
"06/24/2022","51.9169","52.1076","52.1765","51.9100","0.56K","0.03%"
"06/23/2022","51.8997","52.0965","52.2773","51.8857","0.58K","0.04%"
"06/22/2022","51.8774","52.0882","52.1368","51.8936","0.90K","0.03%"
"06/21/2022","51.8608","52.0775","52.1201","51.8786","1.09K","0.04%"
"06/20/2022","51.8396","52.0698","52.0988","52.0698","0.66K","0.03%"
"06/17/2022","51.8240","52.0586","52.0831","51.8200","0.54K","0.04%"
"06/16/2022","51.8017","52.0504","52.0662","51.8499","0.95K","0.03%"
"06/15/2022","51.7852","52.0392","52.0530","52.0182","1.03K","0.04%"
"06/14/2022","51.7629","52.0307","52.0444","51.9873","1.07K","0.03%"
"06/13/2022","51.7458","52.0195","52.0337","51.7528","0.58K","0.04%"
"06/10/2022","51.7235","52.0113","52.0195","51.7200","0.55K","0.03%"
"06/09/2022","51.7072","52.0005","52.0140","51.7000","0.52K","0.04%"
"06/08/2022","51.6855","51.9920","52.0005","51.9354","0.60K","0.03%"
"06/07/2022","51.6684","51.9809","51.9920","51.6600","0.74K","0.04%"
"06/06/2022","51.6462","51.9729","51.9860","51.6400","0.49K","0.03%"
"06/03/2022","51.6302","51.9620","52.0510","51.8775","1.05K","0.04%"
"06/02/2022","51.6085","51.9525","52.0326","51.6000","1.05K","0.04%"
"06/01/2022","51.5895","51.9417","51.9551","51.5800","1.03K","0.04%"
"05/31/2022","51.5678","51.9367","51.9442","51.5600","0.77K","0.02%"
"05/30/2022","51.5580","51.9339","51.9367","51.8101","0.46K","0.01%"
"05/27/2022","51.5523","51.9287","51.9365","51.5500","0.63K","-0.72%"
"05/26/2022","51.9287","51.9257","51.9339","51.5395","1.05K","0.01%"
"05/25/2022","51.9257","51.9200","51.9282","51.5150","1.09K","0.01%"
"05/24/2022","51.9200","51.9164","51.9226","51.5200","1.12K","0.01%"
"05/23/2022","51.9164","51.9115","51.9382","51.7491","0.75K","0.01%"
"05/20/2022","51.9115","51.9086","51.9575","51.5100","0.90K","0.01%"
"05/19/2022","51.9086","51.9033","51.9113","51.5000","0.93K","0.01%"
"05/18/2022","51.9033","51.8998","51.9386","51.7227","1.12K","0.01%"
"05/17/2022","51.8998","51.8946","51.9395","51.5000","0.75K","0.01%"
"05/16/2022","51.8946","51.7312","51.9574","51.4900","0.22K","0.01%"
"05/13/2022","51.8915","51.8863","51.9119","51.5000","1.05K","0.01%"
"05/12/2022","51.8863","51.8832","51.8889","51.4250","1.07K","0.01%"
"05/11/2022","51.8832","51.8778","51.8858","51.4500","1.02K","0.01%"
"05/10/2022","51.8778","51.8743","51.8778","51.4500","1.07K","0.01%"
"05/09/2022","51.8743","51.8694","51.8769","51.4000","0.74K","0.01%"
"05/06/2022","51.8694","51.8661","51.8721","51.6515","0.54K","0.01%"
"05/05/2022","51.8661","51.8661","51.8661","51.4100","0.52K","0.00%"
"05/04/2022","51.8661","51.8610","51.8687","51.6394","0.68K","0.01%"
"05/03/2022","51.8610","51.8573","51.9357","51.3500","1.05K","0.01%"
"05/02/2022","51.8573","51.8573","51.8600","51.4000","0.45K","0.00%"
"04/29/2022","51.8573","51.8489","51.8652","51.6305","1.02K","0.02%"
"04/28/2022","51.8489","51.8363","51.8515","51.4000","1.02K","0.02%"
"04/27/2022","51.8363","51.8273","51.8424","51.6049","0.98K","0.02%"
"04/26/2022","51.8273","51.8155","51.8424","51.3300","0.58K","0.02%"
"04/25/2022","51.8155","51.8155","51.8155","51.2700","0.20K","1.01%"
"04/22/2022","51.2970","51.5224","51.5321","51.3000","1.01K","0.00%"
"04/21/2022","51.2970","51.5102","51.5251","51.3000","1.04K","0.05%"
"04/20/2022","51.2724","51.5017","51.5288","51.3000","1.03K","0.03%"
"04/19/2022","51.2555","51.4897","51.6439","51.2750","1.04K","0.05%"
"04/18/2022","51.2314","51.4804","51.6050","51.2500","0.64K","0.04%"
"04/15/2022","51.2130","51.4682","51.4804","51.2000","1.07K","0.05%"
"04/14/2022","51.1884","51.4592","51.4707","51.2300","1.07K","0.03%"
"04/13/2022","51.1705","51.4474","51.4618","51.2200","1.08K","0.05%"
"04/12/2022","51.1470","51.4388","51.5475","51.1500","0.80K","0.03%"
"04/11/2022","51.1296","51.4268","51.5410","51.1750","0.94K","0.05%"
"04/08/2022","51.1056","51.4183","51.5113","51.1796","1.01K","0.03%"
"04/07/2022","51.0887","51.4061","51.4209","51.1489","0.93K","0.05%"
"04/06/2022","51.0642","51.3984","51.4086","51.0989","0.88K","0.03%"
"04/05/2022","51.0489","51.3867","51.4035","51.2669","1.04K","0.05%"
"04/04/2022","51.0254","51.3785","51.3893","51.0750","0.53K","0.03%"
"04/01/2022","51.0091","51.3673","51.3811","51.2132","0.52K","0.04%"
"03/31/2022","50.9867","51.3615","51.3673","51.0100","0.71K","-0.73%"
"03/30/2022","51.3615","51.3581","51.3615","51.0000","1.05K","0.01%"
"03/29/2022","51.3581","51.3530","51.3581","51.2180","1.05K","0.01%"
"03/28/2022","51.3530","51.3494","51.3556","50.9750","0.61K","0.01%"
"03/25/2022","51.3494","51.3438","51.3521","50.9544","0.53K","0.01%"
"03/24/2022","51.3438","51.3400","51.3465","50.9818","0.80K","0.01%"
"03/23/2022","51.3400","51.3341","51.3400","50.9500","1.07K","0.01%"
"03/22/2022","51.3341","51.3306","51.3341","50.9000","1.08K","0.01%"
"03/21/2022","51.3306","51.3245","51.3306","50.9000","0.49K","0.01%"
"03/18/2022","51.3245","51.3207","51.3245","50.9000","1.07K","0.01%"
"03/17/2022","51.3207","51.3151","51.3233","51.1225","1.07K","0.01%"
"03/16/2022","51.3151","51.3112","51.3151","50.8800","1.05K","0.01%"
"03/15/2022","51.3112","51.3054","51.4160","50.9000","0.71K","0.01%"
"03/14/2022","51.3054","51.3018","51.4160","50.8750","0.57K","0.01%"
"03/11/2022","51.3018","51.2955","51.3045","50.8712","1.05K","0.01%"
"03/10/2022","51.2955","51.2920","51.2981","50.8500","1.04K","0.01%"
"03/09/2022","51.2920","51.2861","51.2946","51.0589","1.08K","0.01%"
"03/08/2022","51.2861","51.2823","51.2887","50.8500","1.07K","0.01%"
"03/07/2022","51.2823","51.0708","51.2823","50.8500","0.29K","0.01%"
"03/04/2022","51.2762","51.2727","51.2892","50.8500","1.01K","0.01%"
"03/03/2022","51.2727","51.2675","51.2769","50.7800","1.03K","0.01%"
"03/02/2022","51.2675","51.2675","51.3009","50.8000","0.79K","0.00%"
"03/01/2022","51.2675","51.2635","51.3050","50.8000","0.51K","0.01%"
"02/28/2022","51.2635","51.2573","51.2762","51.0267","0.79K","0.01%"
"02/25/2022","51.2573","51.2537","51.2573","50.8100","0.51K","0.01%"
"02/24/2022","51.2537","51.2479","51.3161","50.8000","0.55K","0.01%"
"02/23/2022","51.2479","50.8697","51.2479","50.6500","0.48K","1.00%"
"02/22/2022","50.7393","50.8418","50.8722","50.6000","0.55K","0.11%"
"02/21/2022","50.6835","50.8093","50.8418","50.8093","0.52K","0.13%"
"02/18/2022","50.6187","50.7821","51.0158","50.7821","0.39K","0.11%"
"02/17/2022","50.5641","50.7500","50.8169","50.5475","0.83K","0.13%"
"02/16/2022","50.5000","50.7225","50.7525","50.5225","0.63K","0.11%"
"02/15/2022","50.4450","50.6900","50.7276","50.6721","0.50K","0.13%"
"02/14/2022","50.3800","50.5717","50.6926","50.3217","0.48K","0.11%"
"02/11/2022","50.3236","50.6301","50.7467","50.3261","0.53K","0.13%"
"02/10/2022","50.2603","50.6035","50.6301","50.2750","0.51K","-0.68%"
"02/09/2022","50.6035","50.5717","50.6371","50.2216","0.60K","0.06%"
"02/08/2022","50.5717","50.5452","50.5768","50.1450","1.04K","0.05%"
"02/07/2022","50.5452","50.5136","50.5477","50.1337","0.37K","0.06%"
"02/04/2022","50.5136","50.5136","50.5136","50.1000","0.52K","1.23%"
"02/03/2022","49.9000","50.2247","50.3172","49.9426","0.01K","0.23%"
"02/02/2022","49.7853","49.8820","50.2859","49.8255","0.21K","-0.15%"
"02/01/2022","49.8615","49.8503","50.1108","49.8503","0.56K","0.13%"
"01/31/2022","49.7983","49.8354","50.0473","49.8000","0.52K","0.06%"
"01/28/2022","49.7684","49.8180","49.8379","49.7500","0.52K","0.07%"
"01/27/2022","49.7336","49.8033","49.9823","49.7500","0.54K","0.06%"
"01/26/2022","49.7043","49.7857","49.9528","49.7500","0.52K","0.07%"
"01/25/2022","49.6690","49.7706","49.9936","49.6946","0.48K","0.06%"
"01/24/2022","49.6388","49.7524","49.8870","49.6300","0.47K","0.07%"
"01/21/2022","49.6025","49.7376","49.8505","49.6000","0.55K","0.06%"
"01/20/2022","49.5728","49.7205","49.8206","49.6000","0.53K","0.07%"
"01/19/2022","49.5386","49.7205","49.7230","49.6000","0.51K","0.00%"
"01/18/2022","49.5386","49.7063","49.7863","49.5723","0.52K","0.06%"
"01/17/2022","49.5103","49.7063","49.7579","49.7063","0.04K","0.07%"
"01/14/2022","49.4752","49.6742","49.7226","49.5000","0.53K","0.06%"
"01/13/2022","49.4460","49.6570","49.6932","49.4500","0.54K","0.07%"
"01/12/2022","49.4115","49.6244","49.6595","49.3750","0.53K","0.13%"
"01/11/2022","49.3463","49.6244","49.6443","49.3750","0.53K","0.00%"
"01/10/2022","49.3463","49.6101","49.6269","49.3968","0.36K","0.06%"
"01/07/2022","49.3177","49.6101","49.7108","49.5854","0.69K","0.00%"
"01/06/2022","49.3177","49.5928","49.7044","49.3000","1.08K","0.07%"
"01/05/2022","49.2832","49.5783","49.5980","49.3357","1.06K","0.06%"
"01/04/2022","49.2541","49.5616","49.5807","49.3358","1.08K","0.07%"
"01/03/2022","49.2207","49.5480","49.6054","49.4422","0.65K","0.06%"
"12/31/2021","49.1936","49.5171","49.6054","49.4086","1.03K","-0.65%"
"12/30/2021","49.5171","49.4913","49.5536","49.1500","0.57K","0.05%"
"12/29/2021","49.4913","49.4602","49.6017","49.1500","0.60K","0.06%"
"12/28/2021","49.4602","49.4337","49.4627","49.0500","1.14K","0.05%"
"12/27/2021","49.4337","49.4024","49.4362","48.9000","0.61K","0.06%"
"12/24/2021","49.4024","48.9465","49.4024","48.9000","0.87K","1.14%"
"12/23/2021","48.8443","48.9159","49.0885","48.8500","0.52K","0.13%"
"12/22/2021","48.7829","48.8893","49.0268","48.8405","0.55K","0.11%"
"12/21/2021","48.7297","48.8583","48.9142","48.7562","0.19K","0.13%"
"12/20/2021","48.6679","48.8307","48.8629","48.5750","0.58K","0.11%"
"12/17/2021","48.6125","48.8000","48.8331","48.5500","1.09K","0.13%"
"12/16/2021","48.5513","48.7739","48.8025","48.5500","1.00K","0.11%"
"12/15/2021","48.4990","48.7431","48.7763","48.3500","1.08K","0.13%"
"12/14/2021","48.4374","48.7175","48.7455","48.3700","0.81K","0.11%"
"12/13/2021","48.3862","48.6863","48.7200","48.3500","0.51K","-0.62%"
"12/10/2021","48.6863","48.6614","48.6912","48.3700","0.56K","0.05%"
"12/09/2021","48.6614","48.6315","48.6639","48.3500","0.83K","0.06%"
"12/08/2021","48.6315","48.6048","48.6340","48.2000","1.08K","0.06%"
"12/07/2021","48.6048","48.5745","48.6073","48.2500","1.03K","0.06%"
"12/06/2021","48.5745","48.5488","48.5770","48.1250","0.74K","0.05%"
"12/03/2021","48.5488","48.2832","48.5488","48.0706","1.07K","1.17%"
"12/02/2021","47.9893","48.2588","48.2856","47.9400","1.08K","0.10%"
"12/01/2021","47.9404","48.2281","48.2612","47.9000","1.09K","0.13%"
"11/30/2021","47.8791","48.2123","48.2305","48.0787","0.72K","-0.69%"
"11/29/2021","48.2123","48.1963","48.2590","48.1884","0.51K","0.03%"
"11/26/2021","48.1963","48.1832","48.2163","47.9867","1.08K","0.03%"
"11/25/2021","48.1832","48.1676","48.1832","47.9970","1.11K","0.03%"
"11/24/2021","48.1676","48.1540","48.1701","47.9594","0.74K","0.03%"
"11/23/2021","48.1540","48.1376","48.1565","48.1138","0.67K","0.03%"
"11/22/2021","48.1376","48.1237","48.1474","47.8988","0.50K","0.03%"
"11/19/2021","48.1237","48.1076","48.1262","48.0999","0.99K","0.03%"
"11/18/2021","48.1076","48.0935","48.1100","47.8382","1.03K","0.03%"
"11/17/2021","48.0935","48.0771","48.0935","47.8150","0.79K","0.03%"
"11/16/2021","48.0771","47.6051","48.1544","47.6051","0.76K","1.11%"
"11/15/2021","47.5510","47.5897","47.6051","47.5897","0.96K","0.07%"
"11/12/2021","47.5201","47.5761","47.7440","47.5360","0.92K","0.06%"
"11/11/2021","47.4930","47.5598","47.7140","47.5598","1.13K","0.07%"
"11/10/2021","47.4603","47.5456","47.5622","47.2500","1.14K","0.06%"
"11/09/2021","47.4318","47.5294","47.6689","47.2500","0.69K","0.07%"
"11/08/2021","47.3996","47.5154","47.6473","47.2500","1.22K","0.06%"
"11/05/2021","47.3716","47.4994","47.5178","47.2600","0.54K","0.07%"
"11/04/2021","47.3394","47.4856","47.5622","47.2000","0.57K","0.06%"
"11/03/2021","47.3120","47.4691","47.5318","47.2500","0.55K","0.07%"
"11/02/2021","47.2789","47.4549","47.5821","47.2500","0.55K","0.06%"
"11/01/2021","47.2505","47.4389","47.5658","47.2299","0.39K","0.07%"
"10/29/2021","47.2184","47.4082","47.4412","47.3693","0.55K","0.13%"
"10/28/2021","47.1571","47.3820","47.4106","47.1000","0.54K","0.11%"
"10/27/2021","47.1048","47.3517","47.3844","47.2794","0.98K","0.13%"
"10/26/2021","47.0442","47.3259","47.3541","46.9500","0.68K","0.11%"
"10/25/2021","46.9925","47.2952","47.3283","46.9500","0.41K","-0.64%"
"10/22/2021","47.2952","47.2699","47.2976","46.9100","0.83K","0.05%"
"10/21/2021","47.2699","47.2398","47.2723","46.8868","0.62K","0.06%"
"10/20/2021","47.2398","47.2141","47.2422","46.8500","0.64K","0.05%"
"10/19/2021","47.2141","47.1842","47.2380","46.6250","0.75K","0.06%"
"10/18/2021","47.1842","47.1842","47.1866","46.6500","0.33K","0.00%"
"10/15/2021","47.1842","47.1593","47.1842","46.6250","0.56K","0.05%"
"10/14/2021","47.1593","46.6001","47.1593","46.5535","0.55K","1.20%"
"10/13/2021","46.5991","46.5741","46.6996","46.5005","0.39K","0.11%"
"10/12/2021","46.5470","46.5438","46.7798","46.4716","0.55K","0.13%"
"10/11/2021","46.4866","46.5181","46.7191","46.5181","0.46K","0.11%"
"10/08/2021","46.4350","46.4891","46.6379","46.4655","0.54K","0.13%"
